"";"year";"ifs";"pop";"rgdpmad";"rgdppc";"rconpc";"gdp";"iy";"cpi";"ca";"imports";"exports";"narrowm";"money";"stir";"ltrate";"debtgdp";"revenue";"expenditure";"xrusd";"peg";"peg_strict";"crisisJST";"tloans";"tmort";"thh";"tbus";"hpnom";"peg_type";"peg_base";"eq_tr";"housing_tr";"bond_tr";"bill_rate";"rent_ipolated";"housing_capgain_ipolated";"housing_capgain";"housing_rent_rtn";"housing_rent_yd";"eq_capgain";"eq_dp";"eq_capgain_interp";"eq_tr_interp";"eq_dp_interp";"bond_rate";"eq_div_rtn";"capital_tr";"risky_tr";"safe_tr";"COUNTRY";"geo";"Yd_hh"
"1540";1939;142;2954;4440,63;16,0317023469419;21,46;6253;0,255877178954102;5,36228640155942;-30;1366;808;623,3;3429,442;3,83;4,58;0,2444;532,9;567;4,4;0;0;0;3650,3;1246,2209;NA;NA;5,16719622636228;"FLOAT";"HYBRID";0,0377824939787388;0,156476706266403;-0,126825332641602;0,0263000000268221;NA;NA;0,0818189457058907;0,0746577605605125;0,0690113231539726;-0,0223944969475269;0,0591304339468479;NA;NA;NA;0,0458000004291534;0,0578062385320663;0,117371156811714;0,145834431052208;-0,0502626672387123;"Norway";"NO";NA
"1541";1940;142;2973;4038,09;14,5709860294136;20,59;NA;NA;6,27041383063127;NA;948;612;1006,233;3762,742;3,5;5,39;NA;562,4;714;4,39343233633131;1;1;0;3656,7;1219,868;NA;NA;5,18651232451045;"PEG";"USA";0,157180652022362;0,0727480202913284;0,13847941160202;0,0232999995350838;NA;NA;0,00373703357763588;0,0690109878778458;0,0687540546059608;0,117180652916431;0,0393162406980991;NA;NA;NA;0,0538999997079372;0,04392334446311;0,0800664573907852;0,0798920914530754;0,0808897018432617;"Norway";"NO";NA
"1542";1941;142;2990;4112,47;14,8401111995412;20,56;NA;NA;7,35616165638064;NA;1125;575;2190,597;4806,95;3;3,67;NA;940,4;1132;4,38787245164663;1;1;0;3061,1;1169,408;NA;NA;5,52048486205786;"PEG";"USA";0,217219367623329;0,128692537546158;0,163954541087151;0,0199999995529652;NA;NA;0,0643920451402664;0,0643004849553108;0,0604105293750763;0,182176634669304;0,0277027040719986;NA;NA;NA;0,0366999991238117;0,0327494889497757;0,128485426306725;0,137352600693703;0,0919772684574127;"Norway";"NO";NA
"1543";1942;142;3009;3927,7;14,1708852433593;20,27;NA;NA;7,8140553454111;NA;944;492;2592,935;6043,083;3;3,54;NA;1219,7;2042;4,38055410350235;1;1;0;2755;1129,345;NA;NA;5,17811402096776;"PEG";"USA";0,230504602193832;-0,00220687314867973;0,0230124499648809;0,0199999995529652;NA;NA;-0,0620181560516357;0,059811282902956;0,0637659281492233;0,202801913022995;0,0242603532969952;NA;NA;NA;0,0353999994695187;0,0291804000735283;0,0218268577009439;0,0219135284423828;0,0215062238276005;"Norway";"NO";NA
"1544";1943;142;3032;3820,18;13,7773434865847;20,14;NA;NA;7,99323113677085;NA;1008;539;3309,985;7256,433;3;3,52;NA;1405,5;1896;4,38055410350235;1;1;0;2482,2;1084,864;NA;NA;5,10168945872934;"PEG";"USA";0,064932219684124;0,0490084588527679;0,0572191178798676;0,0199999995529652;NA;NA;-0,0147582804784179;0,0637667402625084;0,0647219270467758;0,0465890280902386;0,016939889639616;NA;NA;NA;0,0351999998092651;0,0177291017025709;0,0479333139955997;0,0506827719509602;0,0386095568537712;"Norway";"NO";NA
"1545";1944;142;3060;3587,54;12,9317411336817;19,32;NA;NA;8,09277324308182;NA;722;517;3904,81;8568,275;3;3,45;NA;NA;2274;4,38055410350235;1;1;0;2300,2;1029,4449;NA;NA;5,15207927998544;"PEG";"USA";-0,0227231923490763;0,0745981186628342;0,0210507679730654;0,0199999995529652;NA;NA;0,00987711921334267;0,0647209957242012;0,0640879943966866;-0,0423953235149384;0,019251337274909;NA;NA;NA;0,0344999991357327;0,0184351708739996;0,0540364123880863;0,0646904930472374;0,0205253846943378;"Norway";"NO";NA
"1546";1945;142;3091;3979,86;14,3602772138071;20,26;NA;NA;8,24208640254827;NA;1206;326;3492,788;9049,15;3;3,42;NA;NA;1224;4,7179371692377;0;0;0;2462,6;1017,584;NA;NA;5,66605545679773;"FLOAT";"USA";-0,106389865279198;0,163849383592606;0,0767406672239304;0,0199999995529652;NA;NA;0,0997616499662399;0,0640877336263657;0,0582742020487785;-0,126175969839096;0,0215116292238235;NA;NA;NA;0,0342000015079975;0,0187973789870739;0,115961201488972;0,139006927609444;0,0483703315258026;"Norway";"NO";NA
"1547";1946;142;3127;4335,37;15,6593749504934;20,99;10778;0,310539988866209;8,44117061517021;-529;2197;1202;2781,823;8887,191;2,5;2,96;NA;NA;2275;7;0;0;0;3190,4;1211,094;NA;NA;5,50788740674384;"FLOAT";"USA";-0,026080334559083;0,0320854932069778;0,0525594726204872;0,0149999996647239;NA;NA;-0,0279153417795897;0,0600008331239223;0,0617238767445087;-0,0557314977049828;0,0312883406877518;NA;NA;NA;0,0296000000089407;0,0295445937663317;0,0288329292088747;0,027050044387579;0,0337797366082668;"Norway";"NO";NA
"1548";1947;142;3165;4864,26;17,5923413761514;22,74;12687;0,372113186726571;8,4809874576946;-1225;3820;1820;3410,002;9770,241;2,5;2,5;0,5305;NA;2950;8;0;0;0;4273,4;1476,4;NA;NA;5,72232409053371;"FLOAT";"USA";0,0909797921776772;0,102484151721001;0,0199066679924726;0,0149999996647239;NA;NA;0,0389314256608486;0,0635527223348618;0,0611712373793125;0,0596914514899254;0,0335526317358017;NA;NA;NA;0,025000000372529;0,035555437207222;0,0778326988220215;0,101625837385654;0,017453333362937;"Norway";"NO";NA
"1549";1948;142;3201;5143,89;18,6151400044354;22,83;13904;0,365218642117376;8,42126219390802;-1100,75;3722;2061;3630,663;10512,53;2,5;2,49;0,4554;NA;3486;9,25;0;0;0;5273,7;1710,2;NA;NA;5,65485771874081;"FLOAT";"USA";0,109698340296745;0,0511966720223427;0,0354618243873119;0,0149999996647239;NA;NA;-0,0117889251559973;0,0629855990409851;0,0637369900941849;0,0754878148436546;0,0281081087887287;NA;NA;NA;0,0249000005424023;0,0302299279719591;0,0484059676527977;0,0562030822038651;0,0252309124916792;"Norway";"NO";NA
"1550";1949;142;3234;5227,2;18,9184951086159;23,71;14917;0,37943286183549;8,45112482580131;-1104;4221;2136;3512,987;10759,89;2,5;2,5;0,4168;6200;4002;9,2;0;0;0;6239,9;2001,6;NA;NA;5,98855031283681;"FLOAT";"USA";-0,0405002869665623;0,124634675681591;0,0200345665216446;0,0149999996647239;NA;NA;0,0590094178915024;0,0656252577900887;0,0619685277342796;-0,0691489353775978;0,0302857141941786;NA;NA;NA;0,025000000372529;0,028191490098834;0,0891059786081314;0,111431069672108;0,0175172835588455;"Norway";"NO";NA
"1551";1950;142;3265,126;5429,51;19,6590505082132;24,01;16425;0,354033485540335;8,87915588293848;339,5;4846;2789;3801,033;11122,08;2,5;2,58;0,2898;4418;4739;9,7;0;0;0;7535,5;2477,7;NA;NA;6,12264322606833;"FLOAT";"USA";0,181714281439781;0,0861952751874924;-0,00936541333794594;0,0149999996647239;NA;NA;0,0223910622298717;0,0638042092323303;0,0624068565666676;0,14857143163681;0,0310160424560308;NA;NA;NA;0,0258000008761883;0,0356241390109062;0,0773420855402946;0,0936430767178535;0,00281729316338897;"Norway";"NO";NA
"1552";1951;142;3295,871;5670,28;20,539087764834;23,81;20456;0,347819710598357;10,2727453712921;572;6266;4427;3661,915;11564,67;2,5;2,74;0,2411;5012;4597;8,8;0;0;0;8759,2;2902;NA;NA;5,92332348865529;"FLOAT";"USA";0,123776867985725;0,0329870618879795;0,00624026311561465;0,0149999996647239;NA;NA;-0,0325545854866505;0,06554164737463;0,0677471235394478;0,0895522683858871;0,0299065392464399;NA;NA;NA;0,0274000000208616;0,0325847379863262;0,03529017791152;0,0398225076496601;0,0106201311573386;"Norway";"NO";NA
"1553";1952;142;3327,728;5813,92;21,0644250161951;24,54;22564;0,347101577734444;11,1984869599841;-15,58;6239;4039;4079,13;12777,75;2,5;2,74;0,216;4390;5022;7,79;0;0;0;9891;3286;NA;NA;6,14111949386224;"FLOAT";"USA";-0,0207890961319208;0,108575977385044;0,0351478606462479;0,0149999996647239;NA;NA;0,0367699190974236;0,0718060582876205;0,0692593976855278;-0,0502283461391926;0,0298578217625618;NA;NA;NA;0,0274000000208616;0,0283581130206585;0,0887053832411766;0,0992885455489159;0,0250739306211472;"Norway";"NO";NA
"1554";1953;142;3360,888;5985,19;21,6911197668922;25,27;22884;0,35277923439958;11,4473422257615;-997,12;6514;3632;3877,5;13429,92;2,5;2,72;0,2382;4719;4890;7,79;0;0;0;10846;3678;NA;NA;6,73767898884425;"FLOAT";"USA";-0,011515686288476;0,170491218566895;0,0168229565024376;0,0149999996647239;NA;NA;0,0971418917179108;0,0733493193984032;0,0668549090623856;-0,0432692430913448;0,0340101532638073;NA;NA;NA;0,0272000003606081;0,0325385592877865;0,135672390460968;0,157840609550476;0,015911478549242;"Norway";"NO";NA
"1555";1954;142;3394,246;6225,5;22,5706445993505;25,78;24806;0,368459243731355;11,9151901254231;-1332,24;7277;4167;3976,333;14231,67;2,5;2,69;0,2408;5083;5223;7,93;0;0;0;12168,3;4155;NA;NA;5,96307545875733;"FLOAT";"USA";0,293337315320969;-0,0423069223761559;0,0106898723170161;0,0149999996647239;NA;NA;-0,114965386688709;0,0726584643125534;0,0820967480540276;0,256281495094299;0,0331818163394928;NA;NA;NA;0,0269000008702278;0,0416857004165649;-0,012215388007462;-0,0169999245554209;0,01284493599087;"Norway";"NO";NA
"1556";1955;142;3427,409;6301,38;22,8431517689505;26,32;26376;0,366810737033667;12,0346406529962;-947,36;7783;4528;3900,25;14521,83;3,42;2,99;0,2677;5334;5552;7,64;0;0;0;12858,1;4784;NA;NA;7,71804095572694;"FLOAT";"USA";0,0879090875387192;0,383283793926239;-0,0826338082551956;0,0189999993890524;NA;NA;0,29430428147316;0,0889795050024986;0,0687469765543938;0,0519999973475933;0,0317269079387188;NA;NA;NA;0,029899999499321;0,0333767086267471;0,288876682519913;0,358061194419861;-0,031816903501749;"Norway";"NO";NA
"1557";1956;142;3459,992;6575,16;23,8451459762384;26,85;29747;0,359532053652469;12,4925343420267;30,08;8653;5517;3981,917;14974;3,5;4,31;0,2702;6956;6217;7,52;0;0;0;13873,3;5351;NA;NA;7,85045420824993;"FLOAT";"USA";0,177819937467575;0,0897104144096375;0,0419026650488377;0,0214000009000301;NA;NA;0,0171559099107981;0,0725545063614845;0,071330763399601;0,144486606121063;0,0288194436579943;NA;NA;NA;0,0430999994277954;0,0329834669828415;0,0859957560896873;0,0980421528220177;0,0316513329744339;"Norway";"NO";NA
"1558";1957;142;3491,938;6711,49;24,3496788066034;27,23;31775;0,360818253343824;12,8508859247462;104,3;9103;5867;4329,167;15828;3,5;4,57;0,269;7359;7375;7,45;1;0;0;14834,2;5870;NA;NA;7,91820052349425;"PEG";"USA";-0,117359898984432;0,0862553119659424;0,0145098064094782;0,0216000005602837;NA;NA;0,00863007828593254;0,0776252374053001;0,0769610553979874;-0,146179348230362;0,0281355921179056;NA;NA;NA;0,0456999987363815;0,0240227486938238;0,0576508454978466;0,066625215113163;0,0180549025535583;"Norway";"NO";NA
"1559";1958;142;3522,993;6652,33;24,1331283555449;27,08;31919;0,377330116858298;13,4979096157675;-1129,699999842;9359;5315;4318,833;16223,33;3,5;4,76;0,2876;7073;7472;7,149999999;1;0;0;15700,2;6365;NA;NA;8,42237867950674;"PEG";"USA";-0,0344602502882481;0,14718022942543;0,0593917854130268;0,0215000007301569;NA;NA;0,0636735633015633;0,0835066586732864;0,0785077884793282;-0,0622568614780903;0,0343096219003201;NA;NA;NA;0,0476000010967255;0,0321736112236977;0,113409072160721;0,131863579154015;0,0404458940029144;"Norway";"NO";NA
"1560";1959;142;3552,851;6874,48;24,9458330772175;27,96;33946;0,35597714016379;13,8064901453315;-493,694999931;9449;5789;4359,75;16899,75;3,5;4,61;0,2927;8087;8124;7,154999999;1;0;0;16954,2;6847;NA;NA;8,12339907338718;"PEG";"USA";0,131418988108635;0,0482845418155193;0,0535639375448227;0,0215000007301569;NA;NA;-0,0354982800781727;0,083782821893692;0,0868664309382439;0,095435731112957;0,0339920967817307;NA;NA;NA;0,0461000017821789;0,0372361578047276;0,0519082881510258;0,0557029694318771;0,0375319682061672;"Norway";"NO";NA
"1561";1960;142;3581,239;7203,72;26,1501323438474;30,03;33058;0,289581946881239;13,856261198487;-893,437499875;10446;6291;4491,833;17522,5;3,5;4,58;0,2978;9247;8574;7,147499999;1;0;0;20605,5;7321;NA;NA;8,68916478871268;"PEG";"USA";0,101488247513771;0,160949721932411;0,0440595634281635;0,0219000000506639;NA;NA;0,0696469470858574;0,0913027748465538;0,0853578597307205;0,0643340945243835;0,0346863456070423;NA;NA;NA;0,0458000004291534;0,0369178615510464;0,128700330853462;0,154826775193214;0,0329797826707363;"Norway";"NO";NA
"1562";1961;142;3609,8;7594,66;27,5806156357902;31,54;36062;0,300066552049249;14,1548875174199;-1498,34999979;11543;6652;4605,75;18565,25;3,5;4,64;0,2768;10210;9385;7,134999999;1;0;0;20420,7;7945;NA;NA;8,87672690116596;"PEG";"USA";0,0880765318870544;0,111266896128654;0,0283203646540642;0,0227000005543232;NA;NA;0,0215854905545712;0,089681401848793;0,0877864882349968;0,0533901825547218;0,0316498316824436;NA;NA;NA;0,046399999409914;0,0333396233618259;0,0915320366621017;0,108611546456814;0,0255101826041937;"Norway";"NO";NA
"1563";1962;142;3638,919;7746,04;28,134751125082;32,25;38843;0,291764281852586;14,9014533147521;-1522,949999787;11885;6942;4892,167;19858,17;3,5;4,95;0,2674;11015;10544;7,149999999;1;0;0;22071,1;8467;NA;NA;9,45229063729127;"PEG";"USA";-0,190309524536133;0,155955612659454;0,0530013851821423;0,0239000003784895;NA;NA;0,0648391917347908;0,0911164283752441;0,0855682492256165;-0,219602450728416;0,0333333350718021;NA;NA;NA;0,0494999997317791;0,0260132532566786;0,102717749774456;0,119499236345291;0,0384506918489933;"Norway";"NO";NA
"1564";1963;142;3666,54;7981,69;28,9972634753464;33,11;41682;0,294995441677463;15,2697591081027;-1289,24999982;13013;7664;5115,667;21061;3,5;4,96;0,2528;12154;11508;7,162499999;1;0;0;23670;9008;NA;NA;10,1938608401103;"PEG";"USA";0,107373975217342;0,167317450046539;0,0675095394253731;0,0243999995291233;NA;NA;0,078458234667778;0,0888592079281807;0,0823946669697762;0,0736574903130531;0,0379310362040997;NA;NA;NA;0,049600001424551;0,040724940598011;0,137793362140656;0,16146694123745;0,0459547713398933;"Norway";"NO";NA
"1565";1964;142;3694,339;8315,95;30,2207274056526;34,09;45837;0,278792242075179;16,1656380649015;-536,999999925;14169;9219;5513;22756,42;3,5;4,94;0,2373;13859;12766;7,159999999;1;0;0;25617,2;9632;NA;NA;10,7156754335624;"PEG";"USA";0,0298176165670156;0,135108143091202;0,0382368229329586;0,0249000005424023;NA;NA;0,0511874742805958;0,0839206650853157;0,0798341557383537;-0,00811341777443886;0,035918366163969;NA;NA;NA;0,0494000017642975;0,035626944154501;0,105632826685905;0,124058753252029;0,0315684117376804;"Norway";"NO";NA
"1566";1965;142;3723,153;8689,79;31,5897197980994;34,66;50563;0,282321064810237;16,842524387816;-1215,49999983;15787;10309;5864,25;24824,67;4,81666666666667;4,99;0,226390839151158;15517;14429;7,149999999;1;0;0;27694,2;10256;NA;NA;11,8880786081212;"PEG";"USA";-0,0299217198044062;0,192146643996239;0,0344227254390717;0,025900000706315;NA;NA;0,109409555792809;0,0827370882034302;0,074577584862709;-0,0650237575173378;0,0359832607209682;NA;NA;NA;0,0498999990522861;0,0336434952914715;0,141203463077545;0,168514758348465;0,0301613621413708;"Norway";"NO";NA
"1567";1966;142;3753,628;8945,22;32,5312479542162;35,63;54568;0,286504911303328;17,3900059725264;-1681,424999765;17169;11168;6317,833;27002,33;NA;5;0,222529687729072;17203;16213;7,154999999;1;0;0;30228,9;11431;NA;NA;12,4709208739835;"PEG";"USA";-0,0857221782207489;0,126219198107719;0,0479208193719387;0,0263000000268221;NA;NA;0,0490238144993782;0,0771953836083412;0,0735878273844719;-0,121705435216427;0,0394495390355587;NA;NA;NA;0,0500000007450581;0,0346483141183853;0,0924204736948013;0,105841241776943;0,037110410630703;"Norway";"NO";NA
"1568";1967;142;3786,019;9422,75;34,2904001039653;36,7;59700;0,296532663316583;18,1863428230141;-2195,049999693;19627;12411;6902;29422,33;4,55;5;0,231021775544389;19953;18852;7,149999999;1;0;0;32916,4;12158;NA;NA;13,0560026874571;"PEG";"USA";-0,0338985696434975;0,124246679246426;0,0590218678116798;0,0274999998509884;NA;NA;0,0469172224402428;0,0773294568061829;0,0738639682531357;-0,0742655396461487;0,0453608222305775;NA;NA;NA;0,0500000007450581;0,041992075741291;0,097261555492878;0,110939465463161;0,043260931968689;"Norway";"NO";NA
"1569";1968;142;3818,983;9551,2;34,7709514835269;37,73;63749;0,26858460524871;18,8134580927732;57,199999992;19331;13841;7066,75;32144,5;4,875;4,94;0,230905582832672;22652;20881;7,149999999;1;0;0;36734,7;13281;NA;NA;13,727307083969;"PEG";"USA";0,141813352704048;0,128854930400848;0,0507294945418835;0,0281000006943941;NA;NA;0,0514169745147228;0,0774379596114159;0,0736510455608368;0,101607173681259;0,0393939390778542;NA;NA;NA;0,0494000017642975;0,0433966442942619;0,1118223965168;0,129972338676453;0,0394147485494614;"Norway";"NO";NA
"1570";1969;142;3850,977;9899,29;36,0557013436641;40,32;69418;0,242962920280043;19,3708938881147;915,199999872;21011;15741;7339,5;35808,08;5,7725;5,12;0,227952404275548;25347;23756;7,149999999;1;0;0;41569,3;15032;NA;NA;14,7496605685651;"PEG";"USA";0,217632591724396;0,149263679981232;-0,0483642071485519;0,0348000004887581;NA;NA;0,0744793191552162;0,0747843608260155;0,0696005597710609;0,174703314900398;0,0376106202602386;NA;NA;NA;0,0511999987065792;0,0441813208162785;0,123632676899433;0,155490800738335;-0,00678210332989693;"Norway";"NO";NA
"1571";1970;142;3877,386;10027,2;36,5091967274474;40,02;91530;0,329061509887469;21,4314154887517;-1727,879999758;26443;17549;7786,25;39969,75;6,24;6,29;0,207623530446832;31746;28402;7,139999999;1;0;0;46192;16762;NA;NA;16,7036658594964;"PEG";"USA";0,362872391939163;0,211568653583527;0,0567249096930027;0,0384000018239021;NA;NA;0,132477268576622;0,0790913850069046;0,0698392689228058;0,315966725349426;0,0356435142457485;NA;NA;NA;0,062899999320507;0,0469056777656078;0,194093331694603;0,22624160349369;0,0475624576210976;"Norway";"NO";NA
"1572";1971;142;3903,039;10472,4;38,2967371757972;41,98;102897;0,341467681273507;22,7652797133187;-3522,749999475;28714;18003;8590,56;45586,17;5,08333333333333;6,4;0,211990680007049;34170;34521;6,709999999;1;0;0;52838,4;18832;NA;NA;17,5432162703134;"PEG";"USA";-0,187552988529205;0,123822301626205;0,0506478399038315;0,0381999984383583;NA;NA;0,0502583272755146;0,0735639780759811;0,0700436979532242;-0,217707812786102;0,0385467559099197;NA;NA;NA;0,0640000030398369;0,0301548261195421;0,0867672115564346;0,096270464360714;0,0444239191710949;"Norway";"NO";NA
"1573";1972;142;3933,004;10921,9;40,0325227837378;42,75;114362;0,311528304856508;24,4176786780808;-391,759999941;28808;21625;9217,396;50691,75;5,4;6,27;0,226279881531627;40078;39337;6,639999999;1;0;0;59617;21329;NA;NA;19,7698864829304;"PEG";"USA";0,169513821601868;0,200517073273659;0,0740377008914948;0,0381000004708767;NA;NA;0,126926675438881;0,0735903978347778;0,065301850438118;0,133933216333389;0,0313780419528484;NA;NA;NA;0,0627000033855438;0,0355806052684784;0,170548945665359;0,197703674435616;0,0560688525438309;"Norway";"NO";NA
"1574";1973;142;3960,613;11324,4;41,5528852737773;44,03;129928;0,332006957699649;26,2293450129405;-2084,809999636;36041;27085;9949,387;56631,67;6,2;6,19;0,229166504941041;45886;46080;5,727499999;0;0;0;67609,8;23797;NA;NA;20,7527679408759;"FLOAT";"DEU";0,438818693161011;0,119739443063736;0,0394310317933559;0,0403000004589558;NA;NA;0,0497169941663742;0,0700224488973618;0,0667060241103172;0,409160584211349;0,0210466701537371;NA;NA;NA;0,0619000010192394;0,0296581387519836;0,138591572642326;0,160894438624382;0,0398655161261559;"Norway";"NO";NA
"1575";1974;142;3985,258;11726,2;42,8734023404547;45,17;150379;0,364984472565983;28,6979892494525;-5819,189998882;46556;34732;11276,83;62921,17;7,51666666666667;7,1;0,227982859138658;50600;51805;5,204999999;0;0;0;76996,3;25708;NA;NA;21,5492070601738;"FLOAT";"DEU";-0,325424760580063;0,113326087594032;-0,034527488052845;0,0443999990820885;NA;NA;0,0383755452930927;0,0749505460262299;0,0721805766224861;-0,341928482055664;0,0250789076089859;NA;NA;NA;0,0710000023245811;0,0165037140250206;0,0677664428949356;0,0825701057910919;0,00493625551462173;"Norway";"NO";NA
"1576";1975;142;4007,313;12271,3;44,7798251944969;47,4;171849;0,37446246414003;32,0525582321322;-13839,629997522;50545;37922;13144,19;71279,66;7,48333333333333;7,29;0,241353785417609;57512;61133;5,584999999;0;0;0;88881,9;32135;NA;NA;24,0040311857005;"FLOAT";"DEU";-0,117958500981331;0,195478945970535;0,0670520812273026;0,0467000007629395;NA;NA;0,1139160618186;0,0815628916025162;0,0732217580080032;-0,14710745215416;0,034176591783762;NA;NA;NA;0,0728999972343445;0,0291489604860544;0,154256016016006;0,178527221083641;0,056876040995121;"Norway";"NO";NA
"1577";1976;142;4026,152;12930;47,1664919736031;50,07;196119;0,388876141526318;34,9890503683058;-19423,009996254;60533;43330;14863,14;82994,09;8,1125;7,25;0,309433903945518;65722;68717;5,184999999;0;0;0;103402,5;40168,75;NA;NA;24,8102683257982;"FLOAT";"DEU";0,120482467114925;0,114134639501572;0,0799067839980125;0,0485999993979931;NA;NA;0,0335902348160744;0,0805444046854973;0,0779268220067024;0,0804834142327309;0,0370195880532265;NA;NA;NA;0,0724999979138374;0,0399990491569042;0,102415502071381;0,114451348781586;0,0642533898353577;"Norway";"NO";NA
"1578";1977;142;4043,205;13424,9;48,9005353393914;53,11;220968;0,381064226494334;38,1743977702568;-25872,242994966;68579;47263;16500,4;97708,41;11,7166666666667;7,39;0,351640862624923;72431;71931;5,139499999;0;0;0;116915,2;50210,9375;NA;NA;29,7535097910222;"FLOAT";"DEU";-0,216844707727432;0,282479822635651;-0,010584969073534;0,0509000010788441;NA;NA;0,199239835143089;0,0832399800419807;0,0694106221199036;-0,255328148603439;0,051678366959095;NA;NA;NA;0,0738999992609024;0,0384834259748459;0,200907915830612;0,265671372413635;0,020157516002655;"Norway";"NO";NA
"1579";1978;142;4058,671;13840,2;50,6206407679605;51,95;243888;0,299383323492751;41,2900656977901;-10562,317497897;60169;57084;17730,17;110120,1;11,4;8,45;0,402464908426123;80704;83243;5,022499999;0;0;0;140663,2;62806,0625;97224,476244782;44130,523755218;33,2032529429055;"FLOAT";"DEU";0,0947144478559494;0,194217637181282;0,0926621705293655;0,0632999986410141;NA;NA;0,115946024656296;0,0782716125249863;0,0701392441987991;0,0286199674010277;0,064255490899086;NA;NA;NA;0,0844999998807907;0,0660944804549217;0,158597871661186;0,191222846508026;0,0779810845851898;"Norway";"NO";127633
"1580";1979;142;4072,517;14411,3;52,6752566897881;53,91;269067;0,286017980651659;43,2410909814852;-5142,743998956;69339;68527;19444,83;124210,9;10,2222222222222;8,59;0,424;88218;92152;4,925999999;0;0;0;159586,7;69636,125;112560,485158757;49172,5148412433;35,5939700180564;"FLOAT";"DEU";0,613497972488403;0,146111145615578;-0,0471957214176655;0,0687000006437302;NA;NA;0,0720018818974495;0,0741092637181282;0,0691316574811935;0,555509746074677;0,0372792780399323;NA;NA;NA;0,0859000012278557;0,057988278567791;0,124585956335068;0,171001181006432;0,0107521396130323;"Norway";"NO";133993
"1581";1980;142;4085,62;15076;54,8761184675838;54,81;318279;0,282880742995925;47,9593868206251;5687,639998902;83602;91672;20354;139709,7;12,2666666666667;10,2675;0,392;100360;106564;5,179999999;0;0;0;185073,9;79239,8906;128049,13336435;54979,8666356496;38,8788264770516;"FLOAT";"DEU";-0,0468900389969349;0,170058608055115;0,0909352675080299;0,0712999999523163;NA;NA;0,0922852158546448;0,07777339220047;0,0712024569511414;-0,0804038494825363;0,0364440567791462;NA;NA;NA;0,102674998342991;0,0335138142108917;0,138219013810158;0,159410685300827;0,0811176300048828;"Norway";"NO";151053
"1582";1981;142;4099,702;15169,4;55,5100896413879;54,68;365013;0,277688739853101;54,5092574158869;12642,927497823;89688;104265;21377,17;157785;12,275;12,3125;0,354;116550;122304;5,807499999;0;0;0;190752,8;89729,5703;144483,814143401;62615,1858565993;50,5488291365144;"FLOAT";"DEU";0,209413483738899;0,380407631397247;-0,0617029964923859;0,0759000033140182;NA;NA;0,300163596868515;0,0802440345287323;0,0617184154689312;0,14569091796875;0,0556193366646767;NA;NA;NA;0,123125001788139;0,0637225657701492;0,281741052865982;0,371973037719727;0,00709850341081619;"Norway";"NO";174914
"1583";1982;142;4114,787;15145,3;55,36138414944;54,97;404325;0,287612687813022;60,680868007167;4669,747999338;99747;113236;22687;174500,3;14,54;13,2033;0,319;127660;138031;7,053999999;0;0;0;233775;100671,5078;163106,821501736;71064,1784982637;61,8045154878714;"FLOAT";"DEU";-0,121146529912949;0,292211621999741;0,147219374775887;0,0806000009179115;NA;NA;0,22266997396946;0,0695416405797005;0,0568768717348576;-0,169524252414703;0,0582530163228512;NA;NA;NA;0,132033005356789;0,0483777187764645;0,239433735609055;0,276303082704544;0,113909691572189;"Norway";"NO";194516
"1584";1983;142;4128,432;15635,8;57,3368817805827;55,89;449657;0,263789955454936;65,7873780609198;15336,24948;98408;131397;23141,83;190676,8;13,5375;12,8583;0,295;140913;153136;7,72218;0;0;0;264642;113670,4688;184309,723319212;80629,2766807877;65,2156264434584;"FLOAT";"DEU";0,928038358688354;0,117756500840187;0,193369939923286;0,0838000029325485;NA;NA;0,0551917739212513;0,0625647306442261;0,0592922829091549;0,853354811668396;0,040296383202076;NA;NA;NA;0,128582999110222;0,0746834948658943;0,166511043906212;0,173717737197876;0,138584971427917;"Norway";"NO";213591
"1585";1984;142;4140,095;16512,7;60,5577750961851;57,57;506486;0,275263284671245;69,9382838940872;26524,953;113102;154035;24565,33;216753;13,156;12,16;0,299;159048;166670;9,087;0;0;0;319230,8;131461,3438;220803,157201467;95592,8427985329;70,6095768654732;"FLOAT";"DEU";0,3228360414505;0,146044999361038;0,145991384983063;0,0872000008821487;NA;NA;0,0827102735638618;0,0633347257971764;0,058496467769146;0,28100261092186;0,0326567888259888;NA;NA;NA;0,1216000020504;0,0418334305286407;0,1524708122015;0,161500304937363;0,116595692932606;"Norway";"NO";234368
"1586";1985;142;4152,419;17319,7;63,6462580082061;62,98;562402;0,274999022051842;73,8901055146327;23141,79;132563;170733;26496,17;251186,2;13,4357142857143;12,5817;0,325;180974;182424;7,5825;0;0;0;381416,9;154563,1094;269189,25236576;115798,74763424;75,6771132231289;"FLOAT";"DEU";0,357906758785248;0,133998140692711;0,0707581341266632;0,0898000001907349;NA;NA;0,0717678591609001;0,0622302815318108;0,0580632090568542;0,324353098869324;0,0253358893096447;NA;NA;NA;0,125817000865936;0,0335536636412144;0,142450273036957;0,158730462193489;0,080279067158699;"Norway";"NO";252881
